id,x,y,year,type,east_west,neighbourhood,district,node_label
1946151,13.385641462324475,52.470965141866394,1946,bus,west,Tempelhof,Tempelhof-Schöneberg,Flughafen
1946158,13.389323838894562,52.49508128500466,1946,bus,west,Kreuzberg,Friedrichshain-Kreuzberg,Franz-Mehring-Strasse
1946212,13.391726405887525,52.49794750808006,1946,bus,west,Kreuzberg,Friedrichshain-Kreuzberg,Hallesches Tor
1946325,13.394408948438224,52.50113590948542,1946,bus,west,Kreuzberg,Friedrichshain-Kreuzberg,Lindenstrasse
1946257,13.398277044768834,52.50710477957293,1946,bus,west,Kreuzberg,Friedrichshain-Kreuzberg,Jerusalemer Strasse
1946138,13.39862526380472,52.51104121136219,1946,bus,east,Mitte,Mitte,DÃ¶nhoffplatz
1946596,13.397165241076786,52.515291776252226,1946,bus,east,Mitte,Mitte,Werderscher markt
1946476,13.401870070751757,52.516189104673394,1946,bus,east,Mitte,Mitte,SchloÃŸplatz
19462,13.413957243449447,52.52005246558073,1946,bus,east,Mitte,Mitte,Alexanderplatz
19466,13.418077932963259,52.51778540833277,1946,bus,east,Mitte,Mitte,Alexanderstrasse
1946240,13.420502137148215,52.51470310432635,1946,bus,east,Mitte,Mitte,Holzmarkstrasse
1946472,13.436358877912049,52.50976021619768,1946,bus,east,Friedrichshain,Friedrichshain-Kreuzberg,Schlesischer Bahnhof
194613,13.434689302904747,52.511300751384205,1946,bus,east,Friedrichshain,Friedrichshain-Kreuzberg,Am Schlesischen Bahnhof
1946172,13.438416859495533,52.5121233087592,1946,bus,east,Friedrichshain,Friedrichshain-Kreuzberg,Fruchtstrasse
1946301,13.43784219276966,52.5137005363457,1946,bus,east,Friedrichshain,Friedrichshain-Kreuzberg,KÃ¼rstriner Platz
1946153,13.476830323062508,52.51348352208039,1946,bus,east,Lichtenberg,Lichtenberg,Frankfurter Allee
1946157,13.453999993701924,52.5158293510385,1946,bus,east,Friedrichshain,Friedrichshain-Kreuzberg,Frankfurter Allee Ecke Warschauer Strasse
1946156,13.476984666930822,52.51348326435681,1946,bus,east,Lichtenberg,Lichtenberg,Frankfurter Allee Ecke GÃ¼rtelstrasse
19468,13.504877027235766,52.51072943298707,1946,bus,east,Rummelsburg,Lichtenberg,Alt-Friedrichsfelde
1946206,13.401605863643521,52.522700593509725,1946,strassenbahn,east,Mitte,Mitte,Hackescher Markt
1946459,13.403424759115316,52.526863056079485,1946,strassenbahn,east,Mitte,Mitte,Rosenthaler Strasse
1946457,13.4016121,52.5301769,1946,strassenbahn,east,Mitte,Mitte,Rosenthaler Platz
1946252,13.3974236,52.5324542,1946,strassenbahn,east,Mitte,Mitte,Invalidenstrasse
1946531,13.3887147,52.531658,1946,strassenbahn,east,Mitte,Mitte,Stettiner Bhf.
1946125,13.387046161831702,52.52716975261716,1946,strassenbahn,east,Mitte,Mitte,Chausseestrasse
1946170,13.388183618668693,52.51986268004412,1946,strassenbahn,east,Mitte,Mitte,Friedrichstrasse
1946589,13.38803351210133,52.52180915595045,1946,strassenbahn,east,Mitte,Mitte,WeidendammbrÃ¼cke
1946426,13.389902051315714,52.52067652539613,1946,strassenbahn,east,Mitte,Mitte,Prinz-Louis-Ferdinand-Strasse
1946136,13.388522669782862,52.518718761338874,1946,strassenbahn,east,Mitte,Mitte,Dorotheenstrasse
1946232,13.376820910193624,52.516248900919734,1946,strassenbahn,east,Mitte,Mitte,Hindenburgplatz
1946414,13.375988156399634,52.50948236131137,1946,strassenbahn,west,Tiergarten,Mitte,Potsdamer Platz
194618,13.382326534592197,52.50453275122,1946,strassenbahn,west,Kreuzberg,Friedrichshain-Kreuzberg,Anhalter Bahnhof
1946628,13.259531923613192,52.433207520111885,1946,bus,west,Zehlendorf,Steglitz-Zehlendorf,"Zehlendorf, Rathaus"
1946412,13.229955507955582,52.431000977609386,1946,bus,west,Zehlendorf,Steglitz-Zehlendorf,Potsdamer Chaussee
194676,13.193152057415048,52.43378197004219,1946,bus,west,Nikolassee,Steglitz-Zehlendorf,Bhf. Nikolassee
194683,13.17810256503659,52.42151302311533,1946,bus,west,Wannsee,Steglitz-Zehlendorf,Bhf. Wannsee
1946539,13.14381794619846,52.409430239790396,1946,bus,west,Wannsee,Steglitz-Zehlendorf,StÃ¶lpchensee
1946600,13.318056678375148,52.52581092392458,1946,strassenbahn,west,Moabit,Mitte,Wiebestrasse
1946556,13.33057857169393,52.52721009570157,1946,strassenbahn,west,Moabit,Mitte,ThÃ¤lmannstrasse Ecke Waldstrasse
1946436,13.35779,52.52356,1946,strassenbahn,west,Moabit,Mitte,Rathenower Strasse
194611,13.363110996619637,52.522953428732706,1946,strassenbahn,west,Moabit,Mitte,Alt-Moabit
1946345,13.368763129040833,52.5219128570478,1946,strassenbahn,west,Moabit,Mitte,MoltkebrÃ¼cke
1946309,13.37053213445337,52.52343504003177,1946,strassenbahn,west,Moabit,Mitte,Lehrter Bhf.
1946346,13.370522595212249,52.52091870811496,1946,strassenbahn,west,Tiergarten,Mitte,Moltkestrasse
1946173,13.372234861490762,52.52081005309171,1946,strassenbahn,west,Tiergarten,Mitte,FÃ¼rst-Bismarck-Strasse
1946291,13.37089835391381,52.518581320085175,1946,strassenbahn,west,Tiergarten,Mitte,KÃ¶nigsplatz
194619,13.382289924849571,52.50449054956299,1946,strassenbahn,west,Kreuzberg,Friedrichshain-Kreuzberg,Anhalter Bhf.
1946456,13.3726652,52.598664,1946,strassenbahn,east,Rosenthal,Pankow,Rosenthal
1946437,13.388316972877895,52.588585153873055,1946,strassenbahn,east,Niederschönhausen,Pankow,Reichskanzlerdamm
194689,13.398319596978663,52.57979168986186,1946,strassenbahn,east,Niederschönhausen,Pankow,Bismarckplatz
1946189,13.39822592061002,52.57107235599751,1946,strassenbahn,east,Niederschönhausen,Pankow,Grabbeallee
1946395,13.400975893487843,52.5694372959097,1946,strassenbahn,east,Pankow,Pankow,"Pankow, SchÃ¶nholzer Strasse"
1946620,13.397494001474454,52.56711840042508,1946,strassenbahn,east,Pankow,Pankow,Wollankstrasse
1946621,13.39428238792138,52.565015564441026,1946,strassenbahn,east,Pankow,Pankow,Wollankstrasse Ecke Brehmestrasse
1946427,13.386994425763648,52.55964584409222,1946,strassenbahn,west,Gesundbrunnen,Mitte,Prinzenallee Ecke Brehmestrasse
1946400,13.381594396575924,52.55232052700631,1946,strassenbahn,west,Gesundbrunnen,Mitte,Pankstrasse
1946360,13.369853072459598,52.54423653105294,1946,strassenbahn,west,Wedding,Mitte,Nettelbeckplatz
1946448,13.36977195492272,52.54031997084383,1946,strassenbahn,west,Wedding,Mitte,Reinickendorfer Strasse
1946588,13.369198549039789,52.54152535588228,1946,strassenbahn,west,Wedding,Mitte,Weddingplatz
1946149,13.368519561996605,52.54108945864209,1946,strassenbahn,west,Wedding,Mitte,Fennstrasse
1946583,13.449684491939852,52.506746741445006,1946,strassenbahn,east,Friedrichshain,Friedrichshain-Kreuzberg,Warschauer BrÃ¼cke
1946586,13.44863,52.50502,1946,strassenbahn,east,Friedrichshain,Friedrichshain-Kreuzberg,Warschauer Strasse
194632,13.4525257,52.519215,1946,strassenbahn,east,Friedrichshain,Friedrichshain-Kreuzberg,Baltenplatz
1946142,13.447642432361302,52.5264128560996,1946,strassenbahn,east,Friedrichshain,Friedrichshain-Kreuzberg,Elbinger Strasse Ecke Lansberger Allee
1946143,13.4244789,52.5396522,1946,strassenbahn,east,Prenzlauer Berg,Pankow,Elbinger Strasse Ecke Prenzelauer Allee
1946133,13.412165003566182,52.54104742454958,1946,strassenbahn,east,Prenzlauer Berg,Pankow,Danziger Strasse Ecke SchÃ¶nhauser Allee
194653,13.39603248653666,52.5382797167537,1946,strassenbahn,west,Gesundbrunnen,Mitte,Bernauer Strasse Ecke Brunnenstrasse
1946536,13.391881284856476,52.5388670480441,1946,strassenbahn,west,Gesundbrunnen,Mitte,Strelitzerstrasse
1946527,13.322849067861537,52.45646561335731,1946,bus,west,Steglitz,Steglitz-Zehlendorf,"Steglitz, Rathaus"
1946477,13.313015618265792,52.45269082659021,1946,bus,west,Lichterfelde,Steglitz-Zehlendorf,SchloÃŸstrasse
1946571,13.303860250639888,52.44943362981936,1946,bus,west,Lichterfelde,Steglitz-Zehlendorf,Unter den Eichen
194647,13.282795959916694,52.44190329932344,1946,bus,west,Zehlendorf,Steglitz-Zehlendorf,Berliner Strasse Ecke Thielallee
1946482,13.34511332295929,52.48749215907796,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,"SchÃ¶nberg, Wartburgplatz"
1946355,13.348363136513548,52.48181095333424,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,MÃ¼hlenstrasse Ecke Hauptstrasse
194680,13.352797522353837,52.479867391229774,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Bhf. SchÃ¶neberg
1946465,13.361479342511561,52.47447878567379,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Sachsendamm
194678,13.363804736501839,52.474088737380455,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Bhf. Papestrasse
1946553,13.369557043504239,52.471120701376066,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,"Tempelhof, SchÃ¶neberger Strasse"
1946134,13.37863626316366,52.46605116645637,1946,strassenbahn,west,Tempelhof,Tempelhof-Schöneberg,Dorfstrasse
1946135,13.38556580514773,52.46590130350415,1946,strassenbahn,west,Tempelhof,Tempelhof-Schöneberg,Dorfstrasse Ecke Berliner Strasse
1946178,13.418009045149528,52.46053782557012,1946,strassenbahn,west,Tempelhof,Tempelhof-Schöneberg,Germaniastrasse
1946187,13.418101877605094,52.46039602352925,1946,strassenbahn,west,Tempelhof,Tempelhof-Schöneberg,Gottlieb-Dunkel-Strasse
1946336,13.432932867671957,52.46469434328643,1946,strassenbahn,east,Neukölln,Neukölln,Mariendorfer Weg
1946337,13.432973252862677,52.46469681872952,1946,strassenbahn,east,Neukölln,Neukölln,Mariendorfer Weg Ecke Chausseestrasse
1946279,13.435710471027722,52.4668944843566,1946,strassenbahn,east,Neukölln,Neukölln,Knesebeckstrasse
194675,13.441761396090287,52.469429556071695,1946,strassenbahn,east,Neukölln,Neukölln,Bhf. NeukÃ¶lln
194638,13.435357975110138,52.48084525434906,1946,strassenbahn,east,Neukölln,Neukölln,Bergstrasse
1946145,13.440170901917053,52.481710013190636,1946,strassenbahn,east,Neukölln,Neukölln,Erkstrasse
1946601,13.446372622487623,52.48639151839982,1946,strassenbahn,east,Neukölln,Neukölln,Wildenbruchstrasse
1946559,13.460794560225086,52.493944205822736,1946,strassenbahn,east,Alt-Treptow,Treptow-Köpenick,"Treptow, Elsenstrasse"
1946501,13.356287088477963,52.552703555448296,1946,strassenbahn,west,Wedding,Mitte,"Seestrasse, FriedhÃ¶fe"
1946500,13.351974539230612,52.55044753588031,1946,strassenbahn,west,Wedding,Mitte,Seestrasse Ecke MÃ¼llerstrasse
1946499,13.365622304450374,52.55695074879838,1946,strassenbahn,west,Wedding,Mitte,Seestrasse Ecke Markstrasse
1946386,13.37382548226232,52.55670687244517,1946,strassenbahn,west,Gesundbrunnen,Mitte,Osloer strasse
1946385,13.3837614,52.5559072,1946,strassenbahn,west,Gesundbrunnen,Mitte,Osloer Strasse Ecke Prinzenallee
194695,13.4138898,52.5537705,1946,strassenbahn,east,Prenzlauer Berg,Pankow,Bornholmer Strasse
194657,13.3962829,52.5548305,1946,strassenbahn,west,Gesundbrunnen,Mitte,Bhf. Bornholmer Strasse
194696,13.4138898,52.5537705,1946,strassenbahn,east,Prenzlauer Berg,Pankow,Bornholmer Strasse Ecke SchÃ¶nhauser Allee
1946613,13.4145195643564,52.553741695351356,1946,strassenbahn,east,Prenzlauer Berg,Pankow,Wisbyer Strasse Ecke Bornholmerstrasse
1946614,13.430221096230662,52.55125006657356,1946,strassenbahn,east,Prenzlauer Berg,Pankow,Wisbyer Strasse Ecke Prenzlauer Allee
1946202,13.4343757,52.5536867,1946,strassenbahn,east,Weißensee,Pankow,Gustav-Adolf-Strasse Ecke Langhansstrasse
194641,13.4517416,52.5484803,1946,strassenbahn,east,Weißensee,Pankow,"Berliner Allee, Antonplatz"
194640,13.465720692557477,52.55200136641885,1946,strassenbahn,east,Weißensee,Pankow,Berliner Allee Ecke Lichtenberger strasse
1946593,13.47352780887088,52.53611350861865,1946,strassenbahn,east,Alt-Hohenschönhausen,Lichtenberg,WeiÃŸenseer Weg Ecke HohenschÃ¶nhauser Strasse
1946315,13.479068,52.5266001,1946,strassenbahn,east,Fennpfuhl,Lichtenberg,"Lichtenberg, RÃ¶derplatz"
1946350,13.480334590663476,52.52073451226056,1946,strassenbahn,east,Lichtenberg,Lichtenberg,MÃ¶llendorffstrasse Ecke Scheffelstrasse
1946205,13.477083855609834,52.5135267127755,1946,strassenbahn,east,Lichtenberg,Lichtenberg,GÃ¼rtelstrasse Ecke Frankfurter Allee
1946573,13.388838236105823,52.517002154850104,1946,bus,east,Mitte,Mitte,Unter den Linden Ecke Friedrichstrasse
194698,13.370281416321609,52.51776764730101,1946,bus,west,Tiergarten,Mitte,Brandenburger Tor
1946120,13.350204275572693,52.513938592229856,1946,bus,west,Tiergarten,Mitte,Charlottenburger Chaussee
1946118,13.321796492553819,52.512535145950686,1946,bus,west,Charlottenburg,Charlottenburg-Wilmersdorf,"Charlottenburg, Knie"
1946565,13.475443912447263,52.50267191175726,1946,strassenbahn,east,Rummelsburg,Lichtenberg,TÃ¼rschmidtstrasse Ecke Karlshorster Strasse
1946297,13.49157012299555,52.49227064042966,1946,strassenbahn,east,Rummelsburg,Lichtenberg,KÃ¶penicker Chaussee
1946284,13.4958685,52.4881374,1946,strassenbahn,east,Rummelsburg,Lichtenberg,Kraftwerk Klingenberg
1946188,13.330198327307098,52.52567490695968,1946,strassenbahn,west,Moabit,Mitte,Gotzkowskystrasse
1946555,13.327514575012643,52.52442677095412,1946,strassenbahn,west,Moabit,Mitte,ThÃ¤lmannstrasse Ecke Beusselstrasse
1946267,13.301966640315474,52.52584246725217,1946,strassenbahn,west,Charlottenburg,Charlottenburg-Wilmersdorf,Kaiserin-Augusta-Allee Ecke Tauroggener Strasse
194649,13.304464937779839,52.51811270120716,1946,strassenbahn,west,Charlottenburg,Charlottenburg-Wilmersdorf,Berliner Strasse Ecke Wilmersdorfer Strasse
1946605,13.305167369267663,52.51152325911662,1946,strassenbahn,west,Charlottenburg,Charlottenburg-Wilmersdorf,Wilmerdorfer Strasse
1946610,13.306673473535692,52.506693329632505,1946,strassenbahn,west,Charlottenburg,Charlottenburg-Wilmersdorf,Wilmersdorfer Strasse Ecke Kantstrasse
1946611,13.307221456574052,52.500032680363084,1946,strassenbahn,west,Charlottenburg,Charlottenburg-Wilmersdorf,Wilmersdorfer Strasse Ecke KurfÃ¼rstendamm
194699,13.306978939890724,52.50008221195205,1946,strassenbahn,west,Charlottenburg,Charlottenburg-Wilmersdorf,Brandenburgische Strasse
1946147,13.314317300484289,52.49032472677901,1946,strassenbahn,west,Wilmersdorf,Charlottenburg-Wilmersdorf,Fehrbelliner Platz
194645,13.3309375952067,52.487339334357976,1946,strassenbahn,west,Wilmersdorf,Charlottenburg-Wilmersdorf,Berliner Strasse Ecke Kaiserallee
194635,13.340030405284534,52.48857550103818,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Bayerischer Platz
1946199,13.344928521367574,52.489099571674906,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Grunewaldstrasse
1946186,13.353165536219167,52.48987556540933,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Goltzstrasse
1946612,13.355296138762895,52.49469570502408,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Winterfeldtplatz
1946390,13.361034439138953,52.49433531886079,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Pallasstrasse
1946391,13.361087669638948,52.49439853450471,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Pallasstrasse Ecke Potsdamer Strasse
1946185,13.36386105025039,52.493927894212824,1946,strassenbahn,east,Schöneberg,Tempelhof-Schöneberg,Goebenstrasse
1946624,13.387766831697483,52.492901206042376,1946,strassenbahn,west,Kreuzberg,Friedrichshain-Kreuzberg,Yorckstrasse
1946625,13.387669618853648,52.49291034594189,1946,strassenbahn,west,Kreuzberg,Friedrichshain-Kreuzberg,Yorckstrasse Ecke Franz-Mehring-Strasse
1946183,13.396394305880412,52.49118173025337,1946,strassenbahn,west,Kreuzberg,Friedrichshain-Kreuzberg,Gneisenausstrasse
1946175,13.407771678016932,52.48915625862438,1946,strassenbahn,west,Kreuzberg,Friedrichshain-Kreuzberg,Gardepionierplatz
1946567,13.512853060220209,52.50624112361932,1946,bus,east,Friedrichsfelde,Lichtenberg,U-Bhf. Friedrichsfelde
1946562,13.526520070619169,52.492776541825044,1946,bus,east,Karlshorst,Lichtenberg,Treskowallee
1946582,13.54477394876985,52.493415428017606,1946,bus,east,Karlshorst,Lichtenberg,Warmbader Strasse
194687,13.561942550423845,52.49390691698614,1946,bus,east,Biesdorf,Marzahn-Hellersdorf,Biesdorf-SÃ¼d
1946274,13.560368748996797,52.48662646660428,1946,bus,east,Biesdorf,Marzahn-Hellersdorf,"Kaulsdorf-SÃ¼d, Zimmermannstrasse"
1946570,13.574932033917504,52.48730877811447,1946,bus,east,Kaulsdorf,Marzahn-Hellersdorf,Ulmenstrasse
1946332,13.599281537604181,52.47546367962774,1946,bus,east,Mahlsdorf,Marzahn-Hellersdorf,"Mahlsdorf-SÃ¼d, Kohlisstrasse"
19461,13.607179083668733,52.47849809201335,1946,bus,east,Mahlsdorf,Marzahn-Hellersdorf,Akazienallee
1946130,13.62093701953678,52.478269416919034,1946,bus,east,nan,nan,"Dahlwitz, Kol. Waldesruh"
1946568,13.499329952959899,52.511321113614606,1946,bus,east,Rummelsburg,Lichtenberg,U-Bhf. Lichtenberg
19467,13.558724778261455,52.508805788386496,1946,bus,east,Biesdorf,Marzahn-Hellersdorf,Alt-Biesdorf
194610,13.581539359412261,52.50517404169193,1946,bus,east,Kaulsdorf,Marzahn-Hellersdorf,Alt-Kaulsdorf
194666,13.587295035057858,52.511553392977326,1946,bus,east,Kaulsdorf,Marzahn-Hellersdorf,Bhf. Kaulsdorf
1946181,13.598007724215872,52.516082749660676,1946,bus,east,Kaulsdorf,Marzahn-Hellersdorf,Giesestrasse
1946331,13.61139730634821,52.5140540358825,1946,bus,east,Mahlsdorf,Marzahn-Hellersdorf,"Mahlsdorf, Zeppelinstrasse"
194627,13.612231040399239,52.512509114258,1946,bus,east,Mahlsdorf,Marzahn-Hellersdorf,Bahnhof Mahlsdorf
1946248,13.626841841614464,52.53004028967899,1946,bus,east,Mahlsdorf,Marzahn-Hellersdorf,HÃ¶nower Strasse
1946247,13.637391352821227,52.54667360464534,1946,bus,east,nan,nan,HÃ¶now
1946106,13.393383358408967,52.619072064369824,1946,strassenbahn,east,Blankenfelde,Pankow,Buchholz
1946402,13.428766545985715,52.57798821745791,1946,strassenbahn,east,Pankow,Pankow,Pasewalker Strasse
194677,13.4281593,52.5777355,1946,strassenbahn,east,Pankow,Pankow,Bhf. Pankow-Heinersdorf
1946394,13.422144089868961,52.57340426550783,1946,strassenbahn,east,Pankow,Pankow,"Pankow, Damerowstrasse"
1946100,13.40999970857956,52.57099160012513,1946,strassenbahn,east,Pankow,Pankow,Breite Strasse Ecke Berliner Strasse
1946622,13.401120706787669,52.569361555018446,1946,strassenbahn,east,Pankow,Pankow,Wollankstrasse Ecke SchÃ¶nholzer Strasse
1946428,13.3837614,52.5559072,1946,strassenbahn,west,Gesundbrunnen,Mitte,Prinzenallee Ecke Osloer Strasse
194623,13.381428333797949,52.55227848989899,1946,strassenbahn,west,Gesundbrunnen,Mitte,Badstrasse Ecke Pankstrasse
1946104,13.388018631243888,52.54842580988483,1946,strassenbahn,west,Gesundbrunnen,Mitte,"Brunnenstrasse, Gesundbrunnen"
1946432,13.389120500428692,52.5471348687247,1946,strassenbahn,west,Gesundbrunnen,Mitte,Ramlerstrasse
1946545,13.283306953160388,52.589904229457645,1946,strassenbahn,west,Tegel,Reinickendorf,"Tegel, Alt-Tegel"
194650,13.294656859060982,52.576294689156825,1946,strassenbahn,west,Tegel,Reinickendorf,Berlinerstrasse Ecke Seidelstrasse
1946445,13.311990398863685,52.567938584320565,1946,strassenbahn,west,Reinickendorf,Reinickendorf,"Reinickendorf, Scharnweberstrasse"
1946468,13.327868562561564,52.564054479214924,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Scharnweberstrasse Ecke Berliner Strasse
1946356,13.335642683090738,52.55973735325193,1946,strassenbahn,west,Wedding,Mitte,MÃ¼llerstrasse
1946357,13.351995203728084,52.55047126275597,1946,strassenbahn,west,Wedding,Mitte,MÃ¼llerstrasse Ecke Seestrasse
1946558,13.348527917135552,52.54874688145034,1946,strassenbahn,west,Wedding,Mitte,Togostrasse
1946351,13.665897531850348,52.41018331064196,1946,bus,east,Müggelheim,Treptow-Köpenick,MÃ¼ggelheim
1946352,13.628973842179805,52.42399604932065,1946,bus,east,Köpenick,Treptow-Köpenick,MÃ¼ggelheimer Damm
1946294,13.592411258792163,52.43861200573594,1946,bus,east,Köpenick,Treptow-Köpenick,"KÃ¶penick, Krankenhaus"
1946107,13.436838614074265,52.42355261827082,1946,strassenbahn,west,Buckow,Neukölln,Buckow
1946110,13.435048135233718,52.43210375221334,1946,strassenbahn,west,Britz,Neukölln,Buckower Chaussee
1946124,13.433518263070448,52.444151379426934,1946,strassenbahn,west,Britz,Neukölln,Chausseestrasse
1946122,13.438541176798315,52.452665402462785,1946,strassenbahn,west,Britz,Neukölln,Chauseestrasse Ecke Blaschkoallee
1946227,13.432818109719008,52.46476232618638,1946,strassenbahn,east,Neukölln,Neukölln,Hermannstrasse
194664,13.431116763350932,52.4678315178447,1946,strassenbahn,east,Neukölln,Neukölln,Bhf. Hermannstrasse
1946228,13.42814231816192,52.473415687320596,1946,strassenbahn,east,Neukölln,Neukölln,Hermannstrasse Ecke Leinestrasse
1946366,13.42842218641741,52.472875143270436,1946,strassenbahn,east,Neukölln,Neukölln,"NeukÃ¶lln, Steinmetzstrasse"
1946550,13.229152131350883,52.573270025049354,1946,strassenbahn,east,Konradshöhe,Reinickendorf,Tegelort
1946126,13.240889150790816,52.58905755725733,1946,strassenbahn,west,Tegel,Reinickendorf,ConradshÃ¶her Chaussee
1946548,13.25206293052063,52.599866426938775,1946,strassenbahn,west,Tegel,Reinickendorf,Tegeler Forst
1946127,13.275115353233018,52.59789482528517,1946,strassenbahn,west,Tegel,Reinickendorf,ConradshÃ¶her Chaussee Ecke Carolinenstrasse
1946546,13.280849504455242,52.59385577804168,1946,strassenbahn,west,Tegel,Reinickendorf,"Tegel, SchloÃŸstrasse"
1946253,13.365961269070542,52.55505275926564,1946,strassenbahn,west,Wedding,Mitte,Iranische Strasse Ecke Reinickendorfer Strasse
1946146,13.377246753472674,52.55374755712111,1946,strassenbahn,west,Gesundbrunnen,Mitte,Exerzierstrasse
194625,13.387940970243234,52.54862880712163,1946,strassenbahn,west,Gesundbrunnen,Mitte,Badstrassse
194624,13.381391516100862,52.5523075512431,1946,strassenbahn,west,Gesundbrunnen,Mitte,Badstrasse Ecke Pankstrassse
1946103,13.3974236,52.5324542,1946,strassenbahn,east,Mitte,Mitte,Brunnenstrasse
1946221,13.217475242109284,52.611249613775165,1946,strassenbahn,west,Heiligensee,Reinickendorf,Heiligensee
1946275,13.238750616951076,52.60258075932391,1946,strassenbahn,west,Heiligensee,Reinickendorf,Kirschallee
1946115,13.275045981437504,52.597963503369265,1946,strassenbahn,west,Tegel,Reinickendorf,Carolinenstrasse Ecke ConradshÃ¶her Chaussee
1946447,13.327834537507654,52.56406869437813,1946,strassenbahn,west,Reinickendorf,Reinickendorf,"Reinickendorf-West, Berliner Strasse"
1946244,13.33691826709435,52.57114181127418,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Humboldtstrasse
1946245,13.329932575290279,52.56934226500555,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Humboldtstrasse Ecke Berliner Strasse
1946446,13.352281003125478,52.57506440929674,1946,strassenbahn,west,Reinickendorf,Reinickendorf,"Reinickendorf-Ost, Hauptstrasse"
1946216,13.359165566408976,52.57425115897413,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Hauptstrasse Ecke Residenzstrasse
1946340,13.364542514645981,52.56287187492626,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Markstrasse
1946384,13.3659987,52.5570174,1946,strassenbahn,west,Wedding,Mitte,Oskarplatz
1946450,13.365910457558154,52.55506396501877,1946,strassenbahn,west,Wedding,Mitte,Reinickendorfer Strasse Ecke Iranische Strasse
1946604,13.375518833120681,52.59724375258745,1946,strassenbahn,east,Rosenthal,Pankow,"Wilhelmsruh, Hauptstrasse"
1946282,13.359163922630154,52.57425957923555,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Kopenhagener Strasse
1946444,13.34785112535354,52.57582595662085,1946,strassenbahn,west,Reinickendorf,Reinickendorf,"Reinickendorf, Residenzstrasse"
1946452,13.35918599675858,52.57424536432287,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Residenzstrasse Ecke Hauptstrasse
1946341,13.36447387353836,52.56278268494771,1946,strassenbahn,west,Reinickendorf,Reinickendorf,Marktstrasse
1946373,13.4027524,52.5902104,1946,strassenbahn,east,Niederschönhausen,Pankow,Nordend
1946369,13.40424791490455,52.58152721246565,1946,strassenbahn,east,Niederschönhausen,Pankow,"NiederschÃ¶nhausen, Friedensplatz"
194690,13.401710070736616,52.580570918026496,1946,strassenbahn,east,Niederschönhausen,Pankow,Bismarckstrasse
1946392,13.403477893079419,52.569410944464835,1946,strassenbahn,east,Pankow,Pankow,"Pankow, Breite Strasse"
194648,13.413474468962335,52.55881651892184,1946,strassenbahn,east,Pankow,Pankow,Berliner Strasse Ecke Vinetastrasse
1946488,13.4138898,52.5537705,1946,strassenbahn,east,Prenzlauer Berg,Pankow,SchÃ¶nhauser Allee
1946490,13.413653988181903,52.54964258327103,1946,strassenbahn,east,Prenzlauer Berg,Pankow,SchÃ¶nhauser Allee Ecke DÃ¤nenstrasse
1946489,13.412140744779617,52.54142343265726,1946,strassenbahn,east,Prenzlauer Berg,Pankow,SchÃ¶nhauser Allee Ecke Danziger Strasse
1946566,13.41139735341434,52.540188767799485,1946,strassenbahn,east,Prenzlauer Berg,Pankow,U-Bahnhof Danziger Strasse
1946102,13.45615959331519,52.44286829705947,1946,strassenbahn,west,Britz,Neukölln,"Britz, Rudower Strasse"
1946112,13.450748195174354,52.452470895695484,1946,strassenbahn,west,Britz,Neukölln,Buschkrug
1946108,13.469028794063673,52.43428074617617,1946,strassenbahn,west,Buckow,Neukölln,"Buckow-Ost, Rudower Strasse"
1946460,13.49645398044122,52.41576933170046,1946,strassenbahn,west,Rudow,Neukölln,"Rudow, NeukÃ¶llner Strasse"
1946579,13.513532953960645,52.401628350402746,1946,strassenbahn,west,Rudow,Neukölln,Walterdorfer Chaussee
1946484,13.511286026236943,52.38954327891276,1946,strassenbahn,east,nan,nan,SchÃ¶nefeld
1946491,13.414453768690132,52.55374610843057,1946,strassenbahn,east,Prenzlauer Berg,Pankow,SchÃ¶nhauser Allee Ecke Wisbyer Strasse
1946514,13.191764395056936,52.56760998876781,1946,strassenbahn,west,Hakenfelde,Spandau,"Spandau, Johannesstrift"
1946495,13.19864146836822,52.55533730374434,1946,strassenbahn,west,Hakenfelde,Spandau,SchÃ¶nwalder Allee
1946496,13.206312038330612,52.542957403151995,1946,strassenbahn,west,Spandau,Spandau,SchÃ¶nwalder Strasse
