source,target,label,type,year,frequency,east_west,capacity,distance,edge_type
196085,1960689,A10,bus,1960,15,west,100,1.6234668847312612,bus
1960513,1960247,A11,bus,1960,10,west,100,0.5937650006771643,bus
1960247,19601204,A11,bus,1960,10,west,100,0.6477510210972606,bus
19601204,1960135,A11,bus,1960,10,west,100,0.22260621984884857,bus
1960135,1960921,A11,bus,1960,10,west,100,0.5598910035871979,bus
1960921,19601270,A11,bus,1960,10,west,100,1.2985409325447608,bus
19601270,19601335,A11,bus,1960,10,west,100,0.3878107411421712,bus
19601335,1960727,A11,bus,1960,10,west,100,0.2907044529252807,bus
1960727,19601342,A11,bus,1960,10,west,100,0.33197453099450075,bus
19601342,1960133,A11,bus,1960,10,west,100,0.31620367235551816,bus
1960133,1960644,A11,bus,1960,10,west,100,0.6097506532160399,bus
1960644,1960479,A11,bus,1960,10,west,100,0.8863072899676409,bus
1960479,19601146,A11,bus,1960,10,west,100,0.5996166096456791,bus
19601146,1960665,A2,bus,1960,10,west,100,0.7561395898711347,bus
19601243,1960164,A70,bus,1960,10,west,100,0.3641720443118981,bus
19601243,196038,A70,bus,1960,10,west,100,0.4478702158009794,bus
19601243,19601010,A12,bus,1960,20,west,100,0.8595700562019436,bus
19601243,19601010,A12S,bus,1960,10,west,100,0.8595700562019436,bus
19601010,19601191,A12,bus,1960,20,west,100,0.6378456225496292,bus
19601010,19601191,A12S,bus,1960,10,west,100,0.6378456225496292,bus
19601191,19601033,A64,bus,1960,10,west,100,0.03408659012159936,bus
19601191,19601176,A64,bus,1960,10,west,100,0.6383245664202538,bus
19601191,196078,A12,bus,1960,20,west,100,0.6560143249981862,bus
19601191,196078,A12S,bus,1960,10,west,100,0.6560143249981862,bus
19601191,1960685,A16,bus,1960,10,west,100,1.1717459713901408,bus
19601191,19601323,A16,bus,1960,10,west,100,0.7246640410950084,bus
196078,1960208,A12,bus,1960,20,west,100,0.6039375223598507,bus
196078,19601352,A12S,bus,1960,10,west,100,1.5273708856396069,bus
1960208,19601352,A12,bus,1960,20,west,100,1.0256612639812217,bus
19601352,19601368,A12,bus,1960,20,west,100,0.6891817156090828,bus
19601352,19601368,A12S,bus,1960,10,west,100,0.6891817156090828,bus
19601368,1960683,A12,bus,1960,20,west,100,1.1928154151517385,bus
19601368,19601372,A12S,bus,1960,10,west,100,3.8896453513773013,bus
1960683,19601362,A12,bus,1960,20,west,100,1.5085031082378015,bus
1960683,19601362,A14,bus,1960,15,west,100,1.5085031082378015,bus
1960683,196056,A14,bus,1960,15,west,100,1.1904754805231257,bus
19601362,1960249,A12,bus,1960,20,west,100,1.1498235267859465,bus
19601362,1960782,A14,bus,1960,15,west,100,0.9987846722424667,bus
1960249,19601308,A12,bus,1960,20,west,100,0.6464530798177113,bus
1960249,19601308,A12S,bus,1960,10,west,100,0.6464530798177113,bus
1960249,1960885,A12S,bus,1960,10,west,100,1.1637114645618982,bus
19601308,1960570,A12,bus,1960,20,west,100,0.9027775635957341,bus
19601308,1960991,A12S,bus,1960,10,west,100,1.2197992759823177,bus
1960570,19601358,A12,bus,1960,20,west,100,0.8871647750135474,bus
19601358,1960115,A12,bus,1960,20,west,100,1.9772269003346274,bus
19601358,1960991,A12S,bus,1960,10,west,100,0.5619560067498501,bus
19601358,1960815,A12S,bus,1960,10,west,100,0.8617922546232889,bus
1960115,1960271,A12,bus,1960,20,west,100,0.709333458556505,bus
1960115,1960271,A15,bus,1960,15,west,100,0.709333458556505,bus
1960115,1960514,A12S,bus,1960,10,west,100,0.5054909986266118,bus
1960271,1960434,A12,bus,1960,20,west,100,0.6244384161519602,bus
1960271,1960270,A15,bus,1960,15,west,100,1.0287194088874105,bus
19601372,1960885,A12S,bus,1960,10,west,100,1.4872493305362497,bus
1960815,1960490,A12S,bus,1960,10,west,100,0.17219890624574416,bus
1960490,1960514,A12S,bus,1960,10,west,100,0.5081727803995528,bus
196019,196033,A13,bus,1960,15,west,100,1.297014923591782,bus
196019,1960736,A14,bus,1960,15,west,100,1.3736940842785366,bus
196033,1960359,A13,bus,1960,15,west,100,1.67233136271747,bus
1960359,1960938,A13,bus,1960,15,west,100,1.5709403396941861,bus
1960938,19601195,A13,bus,1960,15,west,100,1.100146831389686,bus
19601195,19601337,A13,bus,1960,15,west,100,1.6475099698759752,bus
19601195,1960462,A14,bus,1960,15,west,100,1.1030888287196956,bus
19601195,19601315,A14,bus,1960,15,west,100,0.5789751758533839,bus
19601195,1960388,A15,bus,1960,15,west,100,0.5817271284972073,bus
19601195,19601359,A15,bus,1960,15,west,100,1.1790470298092341,bus
19601195,1960560,A20,bus,1960,15,west,100,0.9367859592767979,bus
19601195,1960447,A20,bus,1960,15,west,100,0.3290270067629166,bus
19601337,1960609,A13,bus,1960,15,west,100,1.0791948266592726,bus
1960609,19601090,A13,bus,1960,15,west,100,2.2384513739550633,bus
1960260,1960454,A13,bus,1960,15,west,100,1.7852308099428082,bus
1960454,1960889,A13,bus,1960,15,west,100,0.6723096165809941,bus
1960889,1960749,A63,bus,1960,30,west,100,0.43100361660759107,bus
1960889,1960154,A63,bus,1960,30,west,100,0.07302159357459348,bus
1960889,1960154,A5,bus,1960,10,west,100,0.07302159357459348,bus
1960889,19601123,AS1,bus,1960,15,west,100,1.4090869056009585,bus
1960889,19601355,AS1,bus,1960,15,west,100,0.9294170484725089,bus
1960889,19601355,A34,bus,1960,30,west,100,0.9294170484725089,bus
1960889,1960841,A13,bus,1960,15,west,100,0.6820113733365969,bus
1960889,19601343,A31,bus,1960,15,west,100,0.3690960624384636,bus
1960889,19601343,A5,bus,1960,10,west,100,0.3690960624384636,bus
1960889,1960215,A31,bus,1960,15,west,100,0.22023013190784546,bus
1960889,19601396,A34,bus,1960,30,west,100,0.8102215386857359,bus
1960889,19601396,A35,bus,1960,30,west,100,0.8102215386857359,bus
1960889,19601330,A35,bus,1960,30,west,100,1.2598054272501669,bus
1960841,1960871,A13,bus,1960,15,west,100,0.981736592612955,bus
1960871,19601356,A13,bus,1960,15,west,100,1.0973923206897598,bus
19601356,19601390,A13,bus,1960,15,west,100,0.7963984571718168,bus
1960736,1960123,A14,bus,1960,15,west,100,1.0988808128480898,bus
1960123,1960149,A14,bus,1960,15,west,100,1.6659497880868306,bus
1960149,1960462,A14,bus,1960,15,west,100,2.6492025467095806,bus
1960462,1960753,A20,bus,1960,15,west,100,1.8402283491799698,bus
1960462,1960560,A20,bus,1960,15,west,100,0.16796328690589132,bus
19601315,1960782,A14,bus,1960,15,west,100,3.2403110005762876,bus
196056,19601119,A61,bus,1960,10,west,100,0.29129735216481445,bus
196056,19601375,A61,bus,1960,10,west,100,2.399439996849808,bus
196056,1960598,A14,bus,1960,15,west,100,0.48862560403014693,bus
1960598,1960827,A14,bus,1960,15,west,100,1.6658390041038678,bus
1960827,1960829,A14,bus,1960,15,west,100,1.3946608569517045,bus
1960829,1960304,A61,bus,1960,10,west,100,0.3327138114275984,bus
1960829,1960116,A61,bus,1960,10,west,100,0.5804933546482673,bus
1960829,19601164,A14,bus,1960,15,west,100,0.5927151459342509,bus
19601164,1960942,A14,bus,1960,15,west,100,0.48143001514674205,bus
1960942,1960116,A61,bus,1960,10,west,100,0.4930570770958882,bus
1960942,19601338,A61,bus,1960,10,west,100,0.800194273989216,bus
1960942,1960877,A71,bus,1960,15,west,100,0.2894317960912575,bus
1960942,19601209,A71,bus,1960,15,west,100,0.447203540564179,bus
1960695,1960168,A15,bus,1960,15,west,100,0.6547652525432409,bus
1960168,19601328,A15,bus,1960,15,west,100,0.7495593164966331,bus
19601328,19601138,A15,bus,1960,15,west,100,0.9811384432637442,bus
19601328,19601373,A21,bus,1960,10,west,100,0.6180908730515616,bus
19601328,1960111,A21,bus,1960,10,west,100,1.725240525895331,bus
19601138,1960111,A15,bus,1960,15,west,100,0.7448090325818177,bus
1960111,19601363,A15,bus,1960,15,west,100,0.8396520923493151,bus
1960111,1960989,A21,bus,1960,10,west,100,1.1069627141703853,bus
19601363,1960196,A15,bus,1960,15,west,100,0.5964747691439551,bus
1960196,1960388,A15,bus,1960,15,west,100,0.7537338694353227,bus
19601359,196034,A15,bus,1960,15,west,100,0.6795536035044081,bus
196034,19601012,A15,bus,1960,15,west,100,0.885022573843474,bus
19601012,1960125,A15,bus,1960,15,west,100,1.1563218398200799,bus
1960125,1960270,A15,bus,1960,15,west,100,0.9867076138945505,bus
19601323,19601214,A16,bus,1960,10,west,100,0.4205376899804452,bus
19601214,1960146,A16,bus,1960,10,west,100,0.8862863983822413,bus
1960146,19601147,A16,bus,1960,10,west,100,1.1038433219519042,bus
19601147,1960442,A16,bus,1960,10,west,100,0.9315865076675536,bus
1960442,1960410,A66,bus,1960,10,west,100,0.6550863886609114,bus
1960442,1960107,A66,bus,1960,10,west,100,0.4227234888510467,bus
1960442,19601136,A16,bus,1960,10,west,100,1.1192779139156677,bus
1960442,1960394,A25,bus,1960,10,west,100,1.058677334215624,bus
1960442,19601158,A25,bus,1960,10,west,100,1.508159227107084,bus
19601136,1960696,A69,bus,1960,20,west,100,0.5097516102274308,bus
19601136,1960696,A16,bus,1960,10,west,100,0.5097516102274308,bus
19601136,1960696,A24,bus,1960,5,west,100,0.5097516102274308,bus
19601136,1960594,A69,bus,1960,20,west,100,1.2012550320771522,bus
19601136,1960537,A24,bus,1960,5,west,100,0.8612159418812086,bus
1960696,1960690,A69,bus,1960,20,west,100,0.5533996808696202,bus
1960696,1960289,A16,bus,1960,10,west,100,0.5774228743383498,bus
1960696,19601376,A24,bus,1960,5,west,100,0.9619248279846618,bus
1960289,1960886,A16,bus,1960,10,west,100,1.762102784963435,bus
1960886,1960517,A16,bus,1960,10,west,100,0.7382031850190314,bus
1960886,1960517,A4,bus,1960,10,west,100,0.7382031850190314,bus
1960886,19601346,A4,bus,1960,10,west,100,0.9533490197691626,bus
1960517,1960224,A65,bus,1960,15,west,100,1.0468438420664625,bus
1960517,1960224,A16,bus,1960,10,west,100,1.0468438420664625,bus
1960517,1960148,A65,bus,1960,15,west,100,0.5967345855204739,bus
1960517,1960268,A4,bus,1960,10,west,100,0.4658314428592957,bus
1960517,1960268,A48,bus,1960,5,west,100,0.4658314428592957,bus
1960517,1960546,A48,bus,1960,5,west,100,1.317172228728994,bus
1960224,19601168,A65,bus,1960,15,west,100,1.0886609103501712,bus
1960224,19601336,AS2,bus,1960,20,west,100,0.9744307697657193,bus
1960224,19601336,A2,bus,1960,10,west,100,0.9744307697657193,bus
1960224,19601006,AS2,bus,1960,20,west,100,1.524184163264284,bus
1960224,19601269,A16,bus,1960,10,west,100,0.9951774787577818,bus
1960224,1960341,A2,bus,1960,10,west,100,0.8219965334032651,bus
1960224,19601192,A25,bus,1960,10,west,100,1.999964875103917,bus
1960224,1960546,A25,bus,1960,10,west,100,1.1134768302356315,bus
1960119,1960433,A17,bus,1960,10,west,100,0.5452122264200546,bus
1960433,1960929,A17,bus,1960,10,west,100,1.4002137753627673,bus
1960433,1960927,A19,bus,1960,10,west,100,1.4048084901747988,bus
1960433,1960299,A19,bus,1960,10,west,100,1.0705367086959192,bus
1960929,19601233,A17,bus,1960,10,west,100,0.5558685968224889,bus
19601233,19601188,A17,bus,1960,10,west,100,1.694587482528163,bus
19601188,1960343,A17,bus,1960,10,west,100,0.8866328712733491,bus
1960343,19601345,A17,bus,1960,10,west,100,0.7214098852473017,bus
19601345,1960891,A17,bus,1960,10,west,100,1.0432092904940504,bus
19601345,1960891,A48,bus,1960,5,west,100,1.0432092904940504,bus
19601345,1960546,A48,bus,1960,5,west,100,0.5273170043893127,bus
1960891,1960664,A68,bus,1960,15,west,100,0.41413092101666044,bus
1960891,1960156,A68,bus,1960,15,west,100,0.028372974282471066,bus
1960891,19601070,A17,bus,1960,10,west,100,1.508757046992759,bus
1960891,19601001,A32,bus,1960,5,west,100,0.008988092087689274,bus
1960891,19601026,A32,bus,1960,5,west,100,1.1546524671885219,bus
1960891,1960481,A48,bus,1960,5,west,100,0.5039985678968623,bus
19601070,1960661,A17,bus,1960,10,west,100,0.502469924520675,bus
1960661,19601067,A17,bus,1960,10,west,100,1.131806639133795,bus
1960661,19601085,A32,bus,1960,5,west,100,0.4235003323043368,bus
1960661,1960647,A32,bus,1960,5,west,100,1.0134201080324796,bus
19601067,19601283,A17,bus,1960,10,west,100,1.0014748265437776,bus
19601283,1960179,A17,bus,1960,10,west,100,0.5373420345436261,bus
1960179,1960784,A17,bus,1960,10,west,100,0.4830588881905375,bus
1960784,1960971,A17,bus,1960,10,west,100,0.9146568582821285,bus
19601047,1960986,A18,bus,1960,20,west,100,0.9319433544676256,bus
1960745,19601302,A18,bus,1960,20,west,100,0.9577360131368623,bus
19601302,196088,A18,bus,1960,20,west,100,0.8496406010341179,bus
196088,19601224,A18,bus,1960,20,west,100,1.077353387619219,bus
196088,1960137,A3,bus,1960,10,west,100,0.4294214804045763,bus
196088,19601008,A3,bus,1960,10,west,100,0.9471877976133474,bus
19601224,1960872,A18,bus,1960,20,west,100,0.5709215815713561,bus
1960872,1960613,A18,bus,1960,20,west,100,1.8619218783156335,bus
1960613,196035,A18,bus,1960,20,west,100,0.5533012539142745,bus
196035,1960632,A6,bus,1960,60,west,100,0.5563533965816725,bus
196035,1960297,A6,bus,1960,60,west,100,0.47016679762660823,bus
196035,1960839,A18,bus,1960,20,west,100,0.9774023844695442,bus
196035,1960839,A3,bus,1960,10,west,100,0.9774023844695442,bus
196035,1960162,A3,bus,1960,10,west,100,0.7483944465611276,bus
196035,1960633,A51,bus,1960,30,west,100,0.5552814316352845,bus
196035,1960589,A51,bus,1960,30,west,100,0.7414947638178621,bus
1960839,1960297,A6,bus,1960,60,west,100,0.5072759300928388,bus
1960839,1960895,A6,bus,1960,60,west,100,0.28600664136140186,bus
1960839,1960895,A18,bus,1960,20,west,100,0.28600664136140186,bus
1960839,1960895,A3,bus,1960,10,west,100,0.28600664136140186,bus
1960895,1960336,A6,bus,1960,60,west,100,0.6863672354415944,bus
1960895,19601063,A18,bus,1960,20,west,100,1.058885525400644,bus
1960895,19601104,A3,bus,1960,10,west,100,0.8358996817806434,bus
19601063,1960591,A18,bus,1960,20,west,100,1.315263933096778,bus
1960927,196093,AS3,bus,1960,15,west,100,0.4646648222904545,bus
1960927,1960818,AS3,bus,1960,15,west,100,0.8500041725313001,bus
1960927,196092,A29,bus,1960,10,west,100,0.7045462321192881,bus
1960927,1960498,A50,bus,1960,10,west,100,0.15052067646028458,bus
19601285,1960530,A66,bus,1960,10,west,100,0.7588772303307292,bus
19601285,1960530,A69,bus,1960,20,west,100,0.7588772303307292,bus
19601285,1960530,A29,bus,1960,10,west,100,0.7588772303307292,bus
19601285,1960788,A66,bus,1960,10,west,100,0.4204297451588929,bus
19601285,1960788,A19,bus,1960,10,west,100,0.4204297451588929,bus
19601285,1960788,A29,bus,1960,10,west,100,0.4204297451588929,bus
19601285,1960653,A69,bus,1960,20,west,100,0.4172077900977367,bus
1960788,19601385,A66,bus,1960,10,west,100,0.8459211467430425,bus
1960788,19601385,A29,bus,1960,10,west,100,0.8459211467430425,bus
1960788,1960531,A19,bus,1960,10,west,100,1.5828630942232436,bus
1960531,1960207,A60,bus,1960,10,west,100,0.0013526462204408506,bus
1960531,1960207,A66,bus,1960,10,west,100,0.0013526462204408506,bus
1960531,1960207,A69,bus,1960,20,west,100,0.0013526462204408506,bus
1960531,1960207,A19,bus,1960,10,west,100,0.0013526462204408506,bus
1960531,1960207,A29,bus,1960,10,west,100,0.0013526462204408506,bus
1960531,19601385,A66,bus,1960,10,west,100,0.737251872045842,bus
1960531,19601385,A69,bus,1960,20,west,100,0.737251872045842,bus
1960531,19601385,A29,bus,1960,10,west,100,0.737251872045842,bus
1960207,19601294,A60,bus,1960,10,west,100,0.5551004060506636,bus
1960207,19601294,A69,bus,1960,20,west,100,0.5551004060506636,bus
1960207,19601294,A19,bus,1960,10,west,100,0.5551004060506636,bus
1960207,19601294,A29,bus,1960,10,west,100,0.5551004060506636,bus
1960207,19601262,A66,bus,1960,10,west,100,0.7223737618378022,bus
19601294,1960710,A62,bus,1960,10,west,100,0.3931479162102103,bus
19601294,1960690,A69,bus,1960,20,west,100,0.3009284998939922,bus
19601294,1960690,A29,bus,1960,10,west,100,0.3009284998939922,bus
19601294,1960773,A19,bus,1960,10,west,100,0.7445725784324971,bus
1960773,19601377,A19,bus,1960,10,west,100,0.6355719559927746,bus
19601377,1960170,A19,bus,1960,10,west,100,0.747879073981596,bus
1960170,1960565,A19,bus,1960,10,west,100,0.5111351722309377,bus
1960565,1960737,A19,bus,1960,10,west,100,0.7594787048204691,bus
1960737,19601161,A19,bus,1960,10,west,100,0.9030518845905624,bus
1960737,19601305,A28,bus,1960,7,west,100,0.19984798756785557,bus
1960737,19601320,A28,bus,1960,7,west,100,0.47871259279389744,bus
19601161,1960324,A19,bus,1960,10,west,100,1.5481132627762189,bus
19601161,1960542,A4,bus,1960,10,west,100,1.9999516458679525,bus
19601161,1960350,A4,bus,1960,10,west,100,0.5757879774877325,bus
1960324,19601127,A24,bus,1960,5,west,100,1.4744509272227888,bus
19601089,19601158,A2,bus,1960,10,west,100,0.1278919664546986,bus
19601158,1960915,A62,bus,1960,10,west,100,1.2566371480495317,bus
19601158,1960173,A62,bus,1960,10,west,100,0.9093336558716713,bus
19601158,1960173,AS1,bus,1960,15,west,100,0.9093336558716713,bus
19601158,1960173,A2,bus,1960,10,west,100,0.9093336558716713,bus
19601158,1960173,A25,bus,1960,10,west,100,0.9093336558716713,bus
19601158,1960233,AS1,bus,1960,15,west,100,0.5869334801643027,bus
1960173,1960710,A62,bus,1960,10,west,100,0.45827016456277553,bus
1960173,1960443,AS2,bus,1960,20,west,100,0.006423388502389023,bus
1960173,1960443,AS3,bus,1960,15,west,100,0.006423388502389023,bus
1960173,19601192,A2,bus,1960,10,west,100,1.0748039744583366,bus
1960173,19601192,A25,bus,1960,10,west,100,1.0748039744583366,bus
19601192,19601336,A2,bus,1960,10,west,100,1.033785255261661,bus
19601336,1960879,AS2,bus,1960,20,west,100,1.163739004552742,bus
1960341,19601002,A2,bus,1960,10,west,100,0.6966974474816993,bus
19601002,1960113,A2,bus,1960,10,west,100,0.2851258566796099,bus
1960113,19601331,A2,bus,1960,10,west,100,0.751697542121659,bus
19601331,19601081,A2,bus,1960,10,west,100,0.8474182721425735,bus
19601081,1960662,A2,bus,1960,10,west,100,0.7461265191974651,bus
1960662,1960647,A2,bus,1960,10,west,100,1.011359885943698,bus
1960647,1960455,A2,bus,1960,10,west,100,0.48560508176628764,bus
1960647,1960725,A32,bus,1960,5,west,100,0.5896919584423029,bus
1960455,1960665,A2,bus,1960,10,west,100,0.7013522756757848,bus
19601118,19601222,A20,bus,1960,15,west,100,0.5890313814668312,bus
19601222,1960311,A20,bus,1960,15,west,100,1.0329482787375661,bus
1960311,1960753,A20,bus,1960,15,west,100,1.7239048417606497,bus
1960447,1960730,A20,bus,1960,15,west,100,1.0889543692233885,bus
1960730,1960334,A20,bus,1960,15,west,100,0.27985386863523953,bus
1960334,19601389,A20,bus,1960,15,west,100,0.3720409468892246,bus
19601389,1960161,A20,bus,1960,15,west,100,1.1174274574377914,bus
1960161,1960798,A20,bus,1960,15,west,100,0.2565619642064382,bus
1960798,196044,A20,bus,1960,15,west,100,1.5237505747937223,bus
196044,1960694,A20,bus,1960,15,west,100,1.2793303179361353,bus
19601256,19601373,A21,bus,1960,10,west,100,1.8598976630823831,bus
1960989,1960623,A21,bus,1960,10,west,100,1.1404656858332245,bus
1960623,1960563,A21,bus,1960,10,west,100,1.460258551261119,bus
1960563,1960456,A21,bus,1960,10,west,100,2.119082009985793,bus
1960456,1960974,A62,bus,1960,10,west,100,1.0060183385448145,bus
1960456,1960128,A62,bus,1960,10,west,100,1.0572116050780813,bus
1960456,1960128,A21,bus,1960,10,west,100,1.0572116050780813,bus
1960128,1960687,A62,bus,1960,10,west,100,1.1460196413864012,bus
1960128,1960687,A21,bus,1960,10,west,100,1.1460196413864012,bus
1960128,1960622,A65,bus,1960,15,west,100,0.7694589563465797,bus
1960128,1960643,A65,bus,1960,15,west,100,0.358731048290326,bus
1960687,1960915,A62,bus,1960,10,west,100,0.5460469129842219,bus
1960687,19601000,A65,bus,1960,15,west,100,0.3054890584806999,bus
1960687,1960165,A65,bus,1960,15,west,100,1.042518575871991,bus
1960687,1960233,AS1,bus,1960,15,west,100,1.2180490752619797,bus
1960687,1960354,AS1,bus,1960,15,west,100,1.321007736952407,bus
1960687,1960554,A21,bus,1960,10,west,100,1.48730797167235,bus
1960554,19601102,A21,bus,1960,10,west,100,0.14719427435323357,bus
19601102,196048,A21,bus,1960,10,west,100,0.5132508194080774,bus
1960126,1960897,A65,bus,1960,15,west,100,1.291768643454106,bus
1960126,19601168,A65,bus,1960,15,west,100,1.167042481506521,bus
1960126,196093,AS3,bus,1960,15,west,100,1.4621609730621803,bus
1960126,1960248,A50,bus,1960,10,west,100,0.4592006868717661,bus
1960126,1960595,A50,bus,1960,10,west,100,0.45046837560085606,bus
1960478,1960306,A22,bus,1960,20,east,100,0.8591411922764006,bus
1960306,1960969,A22,bus,1960,20,east,100,0.8371668210226024,bus
1960969,19601394,A22,bus,1960,20,east,100,1.2670308910476513,bus
19601394,19601395,A22,bus,1960,20,east,100,1.5417348999283713,bus
19601395,1960962,A22,bus,1960,20,east,100,0.9999781163098288,bus
1960962,1960319,A22,bus,1960,20,east,100,0.7587685923707194,bus
196031,1960371,A23,bus,1960,20,east,100,1.5866031694603815,bus
196031,1960259,A23,bus,1960,20,east,100,1.271188486933928,bus
1960371,1960259,A23,bus,1960,20,east,100,0.3220484689044943,bus
19601264,1960393,A24,bus,1960,5,west,100,0.8912893754298271,bus
1960393,19601098,A24,bus,1960,5,west,100,0.8707812505843457,bus
19601098,19601381,A24,bus,1960,5,west,100,0.8138406475026889,bus
19601381,19601325,A24,bus,1960,5,west,100,0.319086931871616,bus
19601325,1960537,A24,bus,1960,5,west,100,0.7952272267602678,bus
19601376,19601354,A24,bus,1960,5,west,100,0.6693804501871051,bus
19601376,19601370,A29,bus,1960,10,west,100,0.8442570267370804,bus
19601376,196053,A29,bus,1960,10,west,100,1.1165058298038824,bus
19601354,196053,A24,bus,1960,5,west,100,0.447580267614102,bus
196053,19601167,A24,bus,1960,5,west,100,0.9841556024942951,bus
19601167,1960382,A24,bus,1960,5,west,100,0.733753762595176,bus
1960382,1960246,A24,bus,1960,5,west,100,0.8441623474690912,bus
1960246,19601127,A24,bus,1960,5,west,100,0.5780649804274437,bus
19601127,196057,A25,bus,1960,10,west,100,3.2127631941089465,bus
19601127,1960390,A25,bus,1960,10,west,100,3.4201762328209147,bus
19601205,1960394,A25,bus,1960,10,west,100,1.1480740711898496,bus
1960546,1960398,A25,bus,1960,10,west,100,1.0235343861349022,bus
1960398,196057,A25,bus,1960,10,west,100,2.3555953396244944,bus
196057,1960230,AS2,bus,1960,20,west,100,2.415600954964788,bus
196057,1960717,AS2,bus,1960,20,west,100,1.3071321966227574,bus
1960390,1960419,A25,bus,1960,10,west,100,4.2004335195123685,bus
1960419,1960423,A25,bus,1960,10,west,100,1.053703422888724,bus
1960419,1960221,A52,bus,1960,30,west,100,1.3221090199927144,bus
1960419,19601145,A52,bus,1960,30,west,100,0.30521571773368245,bus
1960954,1960241,A27,bus,1960,10,east,100,0.7808963283681667,bus
1960241,19601203,A27,bus,1960,10,east,100,2.0320465063349746,bus
19601203,1960366,A27,bus,1960,10,east,100,2.743447653761172,bus
1960366,1960955,A27,bus,1960,10,east,100,0.5618224853080054,bus
1960955,196076,A27,bus,1960,10,east,100,1.0081322020215349,bus
196076,1960636,A27,bus,1960,10,east,100,1.9422761165973388,bus
1960636,1960237,A27,bus,1960,10,east,100,1.7831823732353207,bus
1960237,196025,A27,bus,1960,10,east,100,4.117891364417004,bus
1960684,1960274,A28,bus,1960,7,west,100,0.4063978136799874,bus
1960274,1960612,A28,bus,1960,7,west,100,0.48134943411559883,bus
1960612,19601305,A28,bus,1960,7,west,100,0.728196519760318,bus
19601320,19601109,A28,bus,1960,7,west,100,0.9519129922117437,bus
19601109,19601208,A28,bus,1960,7,west,100,0.5126900458455147,bus
19601208,19601184,A28,bus,1960,7,west,100,0.5535404292473469,bus
19601184,19601151,A28,bus,1960,7,west,100,0.7959303871340518,bus
19601151,1960800,A28,bus,1960,7,west,100,0.2579818255287487,bus
1960800,19601221,A28,bus,1960,7,west,100,0.23703086403318974,bus
19601221,1960714,A28,bus,1960,7,west,100,0.25780433401874414,bus
1960714,19601397,A28,bus,1960,7,west,100,0.6558825648049315,bus
19601397,19601190,A28,bus,1960,7,west,100,0.8553213798101884,bus
19601190,1960457,A28,bus,1960,7,west,100,0.6649917131589628,bus
196092,196063,A29,bus,1960,10,west,100,0.4754191299800846,bus
196063,1960180,A29,bus,1960,10,west,100,0.6861878431888644,bus
1960180,1960897,A69,bus,1960,20,west,100,0.4096230435804917,bus
19601385,1960187,A69,bus,1960,20,west,100,0.4008877264223625,bus
1960690,19601370,A29,bus,1960,10,west,100,0.6618069863163082,bus
1960896,1960244,AS3,bus,1960,15,west,100,0.2129665729741406,bus
1960896,19601288,A3,bus,1960,10,west,100,0.7075838430964851,bus
19601288,19601382,A3,bus,1960,10,west,100,0.77534258074553,bus
19601382,19601287,AS3,bus,1960,15,west,100,0.900001573636586,bus
19601180,19601173,A3,bus,1960,10,west,100,1.0651014361026465,bus
19601173,1960137,A3,bus,1960,10,west,100,1.5203903596835646,bus
19601008,1960143,A3,bus,1960,10,west,100,1.2796665242226652,bus
1960143,196032,A3,bus,1960,10,west,100,0.47379149472639137,bus
196032,1960162,A3,bus,1960,10,west,100,1.3226826740768098,bus
1960162,1960632,A6,bus,1960,60,west,100,0.2618422852925987,bus
1960162,1960633,A51,bus,1960,30,west,100,0.2606128805990687,bus
1960699,19601186,A31,bus,1960,15,west,100,0.31040232938597995,bus
1960699,19601186,A5,bus,1960,10,west,100,0.31040232938597995,bus
19601186,1960998,AS1,bus,1960,15,west,100,1.381179484545009,bus
19601186,19601123,AS1,bus,1960,15,west,100,1.7398997865728114,bus
19601186,1960338,A31,bus,1960,15,west,100,0.6843743082027899,bus
19601186,1960338,A5,bus,1960,10,west,100,0.6843743082027899,bus
1960338,1960569,A31,bus,1960,15,west,100,0.07713614025793153,bus
1960338,1960448,A5,bus,1960,10,west,100,0.2183622091464681,bus
1960569,19601123,A31,bus,1960,15,west,100,1.0151141611643861,bus
19601123,1960403,A31,bus,1960,15,west,100,0.8381587420252555,bus
19601123,1960403,A5,bus,1960,10,west,100,0.8381587420252555,bus
19601123,1960448,A5,bus,1960,10,west,100,0.8802589558153643,bus
1960403,19601097,A31,bus,1960,15,west,100,0.3093858110529852,bus
1960403,19601097,A5,bus,1960,10,west,100,0.3093858110529852,bus
19601097,19601343,A31,bus,1960,15,west,100,0.3184672341751883,bus
19601097,19601343,A5,bus,1960,10,west,100,0.3184672341751883,bus
1960215,1960757,A31,bus,1960,15,west,100,1.129859327080931,bus
1960757,1960280,A31,bus,1960,15,west,100,0.831078757689935,bus
1960280,1960702,A31,bus,1960,15,west,100,0.7691115567439115,bus
1960702,19601055,A31,bus,1960,15,west,100,0.3252746408735851,bus
19601055,1960429,A31,bus,1960,15,west,100,0.6014027846879605,bus
1960429,1960459,A31,bus,1960,15,west,100,0.25593610456492416,bus
1960407,19601001,A32,bus,1960,5,west,100,0.8783899060452325,bus
19601026,19601085,A32,bus,1960,5,west,100,0.49211479461838453,bus
1960725,1960711,A32,bus,1960,5,west,100,1.1864716271694449,bus
1960711,1960723,A32,bus,1960,5,west,100,1.0786477982394516,bus
1960723,19601079,A32,bus,1960,5,west,100,0.9128292255030547,bus
19601079,1960140,A32,bus,1960,5,west,100,0.47227366888136685,bus
