source,target,label,type,year,frequency,east_west,capacity,distance,edge_type
1976316,197613,48,bus,1976,12,west,100,0.4215582494681489,bus
19761582,1976491,48,bus,1976,12,west,100,0.3851145150157259,bus
19761582,1976491,75,bus,1976,15,west,100,0.3851145150157259,bus
19761582,1976491,83,bus,1976,12,west,100,0.3851145150157259,bus
19761582,1976491,84,bus,1976,12,west,100,0.3851145150157259,bus
1976491,1976261,48,bus,1976,12,west,100,0.3981841858856913,bus
1976491,1976261,75,bus,1976,15,west,100,0.3981841858856913,bus
1976491,1976261,83,bus,1976,12,west,100,0.3981841858856913,bus
1976491,1976261,84,bus,1976,12,west,100,0.3981841858856913,bus
1976261,19761587,48,bus,1976,12,west,100,0.21397003471986203,bus
1976261,19761587,75,bus,1976,15,west,100,0.21397003471986203,bus
1976261,19761587,83,bus,1976,12,west,100,0.21397003471986203,bus
1976261,19761587,84,bus,1976,12,west,100,0.21397003471986203,bus
19761587,1976919,48,bus,1976,12,west,100,0.4244332411403333,bus
19761587,1976919,75,bus,1976,15,west,100,0.4244332411403333,bus
1976243,19761259,49,strassenbahn,1976,15,east,195,1.2169726712712465,strassenbahn
19761259,19761311,49,strassenbahn,1976,15,east,195,2.1202643616242947,strassenbahn
1976447,19761453,5,bus,1976,10,west,100,0.3230366067061222,bus
1976447,19761453,63,bus,1976,15,west,100,0.3230366067061222,bus
19761453,1976297,5,bus,1976,10,west,100,0.30457377229348465,bus
19761453,19761119,63,bus,1976,15,west,100,0.2594229687917563,bus
1976297,19761392,5,bus,1976,10,west,100,0.31001625466959043,bus
19761392,19761442,5,bus,1976,10,west,100,0.3542337733136977,bus
19761442,1976965,5,bus,1976,10,west,100,0.3604505883122578,bus
1976965,1976376,5,bus,1976,10,west,100,0.30364160210639624,bus
1976376,19761776,99,bus,1976,12,west,100,1.0186607601629245,bus
1976376,197671,99,bus,1976,12,west,100,1.369936656327025,bus
1976376,19761407,5,bus,1976,10,west,100,0.47335241795251026,bus
1976376,19761132,63,bus,1976,15,west,100,0.45125695223199824,bus
1976376,19761791,63,bus,1976,15,west,100,0.28859613608406,bus
19761407,19761000,5,bus,1976,10,west,100,0.4381426882094219,bus
19761000,197671,5,bus,1976,10,west,100,0.45848082637356813,bus
197671,19761460,99,bus,1976,12,west,100,0.8324741789920128,bus
197671,1976377,5,bus,1976,10,west,100,0.8363135904526794,bus
1976377,19761014,5,bus,1976,10,west,100,1.3017633433685356,bus
1976533,19761234,50,bus,1976,15,west,100,0.1486877177807663,bus
19761234,1976642,50,bus,1976,15,west,100,0.0046053867859006305,bus
1976642,1976144,50,bus,1976,15,west,100,0.41508870130326453,bus
1976642,1976961,65,bus,1976,15,west,100,2.1703472310558904,bus
1976144,1976397,50,bus,1976,15,west,100,0.4465660963605636,bus
1976397,1976835,50,bus,1976,15,west,100,0.3423898865447736,bus
1976835,1976289,50,bus,1976,15,west,100,0.22616572527061377,bus
1976355,19761649,50,bus,1976,15,west,100,0.27858738754047413,bus
19761649,19761009,50,bus,1976,15,west,100,0.22443145786153182,bus
19761009,1976252,50,bus,1976,15,west,100,2.919949648075828,bus
1976252,19761156,50,bus,1976,15,west,100,3.1297164095968375,bus
1976252,1976961,65,bus,1976,15,west,100,2.0158871468392014,bus
1976252,1976680,65,bus,1976,15,west,100,2.1589724946673634,bus
19761156,1976840,50,bus,1976,15,west,100,0.4094194772929921,bus
1976840,19761641,50,bus,1976,15,west,100,0.45487846331514725,bus
1976346,19761740,50,bus,1976,15,west,100,0.4183261566126799,bus
19761740,19761150,50,bus,1976,15,west,100,0.5346196904721121,bus
19761150,1976931,50,bus,1976,15,west,100,0.4281945428098384,bus
1976931,19761373,50,bus,1976,15,west,100,0.2307671546259201,bus
197612,19761774,51,bus,1976,20,east,100,3.4312005376569292,bus
19761774,19761775,51,bus,1976,20,east,100,1.725145931595551,bus
19760,19761103,52,bus,1976,15,east,100,0.4810776602344929,bus
19761103,1976448,52,bus,1976,15,east,100,0.5091221280003138,bus
1976448,1976507,52,bus,1976,15,east,100,1.0786718389843573,bus
1976507,19761163,52,bus,1976,15,east,100,0.4647731534332601,bus
19761266,19761398,52,bus,1976,7,west,100,1.0711049131276518,bus
19761398,19761029,57,bus,1976,20,west,100,1.074833147099373,bus
19761398,1976830,57,bus,1976,20,west,100,1.5674806260407028,bus
19761578,1976818,52,bus,1976,7,west,100,0.49431954114924215,bus
1976818,1976248,52,bus,1976,7,west,100,0.7983521650919578,bus
1976248,19761244,91,bus,1976,10,west,100,0.6943968627190364,bus
1976248,1976978,91,bus,1976,10,west,100,0.4898036138937987,bus
1976248,1976957,93,bus,1976,20,west,100,2.1751869657189182,bus
1976248,1976547,93,bus,1976,20,west,100,1.5735048898846142,bus
1976248,1976249,52,bus,1976,7,west,100,0.488708970706046,bus
1976249,197627,78,bus,1976,15,west,100,0.4879759679456053,bus
1976249,197689,78,bus,1976,15,west,100,0.5153399257051207,bus
1976249,19761176,52,bus,1976,7,west,100,0.9783987238907149,bus
19761176,1976302,78,bus,1976,15,west,100,0.4245578552981448,bus
19761176,1976105,78,bus,1976,15,west,100,0.3766705677265379,bus
1976741,1976246,52,bus,1976,7,west,100,0.36826458048144545,bus
1976246,1976213,7,bus,1976,10,west,100,1.066252747945679,bus
1976246,1976990,7,bus,1976,10,west,100,1.7962010924272322,bus
197611,1976129,52,bus,1976,7,west,100,0.4436552360565508,bus
1976129,1976947,52,bus,1976,7,west,100,0.4176247238743029,bus
19761033,197692,53,bus,1976,15,west,100,1.0959528644807222,bus
197692,1976798,53,bus,1976,15,west,100,0.5069161763585728,bus
1976798,19761670,53,bus,1976,15,west,100,1.007962673426756,bus
19761670,197698,53,bus,1976,15,west,100,0.8232755000332113,bus
197698,1976398,53,bus,1976,15,west,100,0.39574454958282934,bus
19761500,1976578,53,bus,1976,15,west,100,0.3372366195633622,bus
1976578,19761149,53,bus,1976,15,west,100,0.5890814890777581,bus
19761078,19761527,85,bus,1976,12,west,100,1.0649029502465104,bus
19761078,19761246,85,bus,1976,12,west,100,1.1187586502459934,bus
19761078,1976912,53,bus,1976,15,west,100,0.8907377570989443,bus
1976912,19761527,53,bus,1976,15,west,100,0.19510928974047292,bus
1976634,1976471,54,bus,1976,15,east,100,1.4053015985134731,bus
1976471,1976609,54,bus,1976,15,east,100,2.0293991390977655,bus
1976350,19761288,54,bus,1976,15,east,100,2.3143753059478573,bus
19761430,19761459,54,bus,1976,10,west,100,0.7137104032958577,bus
19761459,1976645,54,bus,1976,10,west,100,1.003683786854283,bus
1976645,19761371,97,bus,1976,20,west,100,0.45445199102462125,bus
1976645,19761371,56,bus,1976,15,west,100,0.45445199102462125,bus
1976645,19761208,97,bus,1976,20,west,100,0.6573666044639287,bus
1976645,1976914,54,bus,1976,10,west,100,0.9214541243241983,bus
1976645,1976916,55,bus,1976,15,west,100,0.7665645569165922,bus
1976645,19761429,55,bus,1976,15,west,100,3.5650372579800655,bus
1976645,19761232,56,bus,1976,15,west,100,0.49561915970090614,bus
19761217,1976761,54,bus,1976,10,west,100,1.9623188861848975,bus
1976761,1976821,54,bus,1976,10,west,100,0.22049654741301683,bus
1976821,19761440,54,bus,1976,10,west,100,0.20036611412633068,bus
19761440,19761426,74,bus,1976,15,west,100,0.23827072213805925,bus
19761440,19761426,54,bus,1976,10,west,100,0.23827072213805925,bus
19761426,19761354,74,bus,1976,15,west,100,0.6257847805619333,bus
19761426,1976754,87,bus,1976,20,west,100,0.3607614201655713,bus
19761426,1976754,54,bus,1976,10,west,100,0.3607614201655713,bus
19761426,1976981,87,bus,1976,20,west,100,0.37141540639851295,bus
1976754,1976445,54E,bus,1976,0,west,100,0.8017746939864158,bus
19761735,19761239,87,bus,1976,20,west,100,1.9489181935105389,bus
19761735,19761239,54,bus,1976,10,west,100,1.9489181935105389,bus
19761735,19761239,62,bus,1976,12,west,100,1.9489181935105389,bus
19761735,1976712,94,bus,1976,10,west,100,0.8208271494099751,bus
19761735,1976712,66,bus,1976,20,west,100,0.8208271494099751,bus
19761735,1976850,94,bus,1976,10,west,100,0.4172077900977367,bus
19761735,1976850,66,bus,1976,20,west,100,0.4172077900977367,bus
19761239,1976850,54,bus,1976,10,west,100,1.9285179555773937,bus
19761239,1976850,55,bus,1976,15,west,100,1.9285179555773937,bus
19761239,1976850,62,bus,1976,12,west,100,1.9285179555773937,bus
1976850,1976712,92,bus,1976,10,west,100,0.9973631918193581,bus
1976850,19761333,92,bus,1976,10,west,100,0.8329377918213137,bus
1976850,19761356,94,bus,1976,10,west,100,0.6793907631201694,bus
1976850,19761356,66,bus,1976,20,west,100,0.6793907631201694,bus
1976850,1976364,55,bus,1976,15,west,100,1.3788537670822023,bus
1976693,1976364,55,bus,1976,15,west,100,0.7876360706749959,bus
1976364,1976273,54E,bus,1976,0,west,100,0.6070749722993218,bus
1976445,1976749,54E,bus,1976,0,west,100,0.9072292502417805,bus
1976749,19761349,54E,bus,1976,0,west,100,0.4790549801666582,bus
19761157,1976915,54E,bus,1976,0,west,100,0.41301571718399943,bus
1976915,1976762,54E,bus,1976,0,west,100,0.8030631530124277,bus
19761509,1976717,72,bus,1976,15,west,100,0.29005874557546946,bus
19761509,1976717,89,bus,1976,15,west,100,0.29005874557546946,bus
19761509,1976836,72,bus,1976,15,west,100,0.3450239468926572,bus
19761509,19761512,89,bus,1976,15,west,100,0.3757757426673991,bus
19761509,1976838,55,bus,1976,15,west,100,0.31863959770841976,bus
1976864,19761051,72,bus,1976,15,west,100,0.6503285348721392,bus
19761783,19761790,55,bus,1976,15,west,100,0.3027001886519883,bus
19761790,1976217,55,bus,1976,15,west,100,0.3682005386459408,bus
19761429,1976964,56,bus,1976,15,west,100,2.5185001086629324,bus
19761313,1976511,56,bus,1976,6,east,100,0.8691472027583537,bus
1976766,1976412,56,bus,1976,15,west,100,0.6611559206707495,bus
1976412,19761128,56,bus,1976,15,west,100,0.7579855232201868,bus
19761544,19761108,97,bus,1976,20,west,100,0.4351709945443126,bus
19761544,1976913,56,bus,1976,15,west,100,0.4330164191945297,bus
1976913,19761371,56,bus,1976,15,west,100,0.31725435144909336,bus
19761371,19761108,97,bus,1976,20,west,100,0.3158292221762386,bus
19761232,19761208,56,bus,1976,15,west,100,0.16198075412834115,bus
19761208,1976964,97,bus,1976,20,west,100,0.4213332979280088,bus
19761208,1976964,56,bus,1976,15,west,100,0.4213332979280088,bus
1976964,19761703,97,bus,1976,20,west,100,0.25612377431737204,bus
197620,19761254,78,bus,1976,10,east,100,0.392853711603085,bus
197620,1976979,9,bus,1976,15,east,100,0.5199639906563843,bus
197620,19761438,9,bus,1976,15,east,100,0.62560608700858,bus
197620,1976305,57,bus,1976,10,east,100,1.4268011493585773,bus
1976305,1976279,57,bus,1976,10,east,100,0.7868116470711004,bus
1976279,1976168,57,bus,1976,10,east,100,1.1412323517887064,bus
1976168,19761050,78,bus,1976,10,east,100,0.825610978256393,bus
1976168,19761249,78,bus,1976,10,east,100,1.0721506164248962,bus
1976168,19761220,57,bus,1976,10,east,100,0.37339363511222734,bus
19761139,19761337,57,bus,1976,10,east,100,0.29198969743060293,bus
19761784,19761646,57,bus,1976,20,west,100,1.1293861299896697,bus
19761646,19761029,57,bus,1976,20,west,100,0.1356421770438966,bus
1976830,197646,57,bus,1976,20,west,100,1.4418045424911934,bus
197646,19761615,57,bus,1976,20,west,100,0.1676640583437239,bus
19761615,1976902,57,bus,1976,20,west,100,0.8966339523209205,bus
19761615,1976524,57,bus,1976,20,west,100,1.2537321806106199,bus
1976902,1976463,57,bus,1976,20,west,100,0.3815172094619029,bus
1976463,19761236,57,bus,1976,20,west,100,0.45428453381203615,bus
19761236,1976524,57,bus,1976,20,west,100,0.5212941561942519,bus
197672,19761705,6,bus,1976,30,west,100,0.47389068645045734,bus
19761705,19761120,6,bus,1976,30,west,100,0.3923985912869714,bus
1976417,19761335,6,bus,1976,30,west,100,0.8293326859712965,bus
19761335,19761348,6,bus,1976,30,west,100,2.1037776289145227,bus
19761348,1976485,6,bus,1976,30,west,100,0.3393910186476741,bus
19761746,1976991,85,bus,1976,12,west,100,0.5717078680292447,bus
1976698,19761651,69,bus,1976,20,west,100,0.4379906921631251,bus
1976698,19761652,94,bus,1976,10,west,100,0.42701368365501696,bus
1976698,19761652,66,bus,1976,20,west,100,0.42701368365501696,bus
1976803,1976885,60,bus,1976,15,west,100,0.3036996358248656,bus
1976885,1976909,60,bus,1976,15,west,100,0.23767425349428128,bus
1976909,19761575,60,bus,1976,15,west,100,0.46015809253556267,bus
19761575,1976554,60,bus,1976,15,west,100,0.25556780539720075,bus
1976198,19761574,60,bus,1976,15,west,100,0.6870665320533491,bus
19761574,1976176,60,bus,1976,15,west,100,0.2410521985687391,bus
1976176,19761416,60,bus,1976,15,west,100,0.45272269116076536,bus
19761416,1976747,60,bus,1976,15,west,100,0.7083972530131193,bus
1976156,1976236,61,bus,1976,12,west,100,0.3499045874705357,bus
1976156,19761657,64,bus,1976,12,west,100,0.3495920848470785,bus
1976156,19761664,64,bus,1976,12,west,100,0.36064786741245375,bus
1976236,19761501,90,bus,1976,15,west,100,0.30339345488809166,bus
1976236,19761657,61,bus,1976,12,west,100,0.0022132099185199652,bus
19761657,1976545,61,bus,1976,12,west,100,0.4391589046200127,bus
19761657,1976545,64,bus,1976,12,west,100,0.4391589046200127,bus
1976545,19761691,99,bus,1976,12,west,100,0.4922033577711118,bus
1976545,19761567,99,bus,1976,12,west,100,0.48927735304205155,bus
1976545,19761567,64,bus,1976,12,west,100,0.48927735304205155,bus
1976545,19761185,61,bus,1976,12,west,100,0.29597833133918555,bus
19761185,19761567,61,bus,1976,12,west,100,0.19329902386793477,bus
19761567,19761184,71,bus,1976,15,west,100,0.19201625448906356,bus
19761567,1976116,71,bus,1976,15,west,100,0.5949125357802107,bus
19761567,19761098,99,bus,1976,12,west,100,0.5927151459342509,bus
19761567,19761098,64,bus,1976,12,west,100,0.5927151459342509,bus
19761567,19761099,61,bus,1976,12,west,100,0.5933375145370141,bus
19761099,1976368,61,bus,1976,12,west,100,0.31386480441299236,bus
1976368,19761606,61,bus,1976,12,west,100,0.4213981413852385,bus
19761097,1976863,71,bus,1976,15,west,100,0.6203568925537787,bus
19761097,19761461,71,bus,1976,15,west,100,0.36338292446703974,bus
19761097,1976353,61,bus,1976,12,west,100,0.7684720195628256,bus
1976353,19761461,71,bus,1976,15,west,100,0.40509138113988047,bus
1976353,19761228,71,bus,1976,15,west,100,0.3489956890675805,bus
19761251,1976468,61,bus,1976,12,west,100,0.4413436505452906,bus
1976468,19761389,61,bus,1976,12,west,100,0.41795074456343917,bus
19761389,1976658,61,bus,1976,12,west,100,0.4726941321550843,bus
1976658,1976421,61,bus,1976,12,west,100,0.4740574380318041,bus
1976421,1976816,61,bus,1976,12,west,100,0.20883978496832253,bus
1976816,19761339,61,bus,1976,12,west,100,1.1404656858332245,bus
19761339,19761620,61,bus,1976,12,west,100,0.0806972862624772,bus
19761730,19761543,62,bus,1976,12,west,100,0.43806547197644224,bus
19761543,1976469,62,bus,1976,12,west,100,0.5687311744465954,bus
19761054,1976836,62,bus,1976,12,west,100,0.26323021179315664,bus
1976836,19761350,62,bus,1976,12,west,100,0.5939403657870963,bus
19761432,19761031,63,bus,1976,15,west,100,0.4357867694114021,bus
19761031,19761122,63,bus,1976,15,west,100,0.38871466094230195,bus
19761122,1976774,63,bus,1976,15,west,100,0.29832584987708843,bus
1976774,1976259,63,bus,1976,15,west,100,0.49189632100616437,bus
1976259,1976487,63,bus,1976,15,west,100,0.36713605684520106,bus
1976487,19761368,63,bus,1976,15,west,100,0.38457660765895263,bus
19761368,1976750,63,bus,1976,15,west,100,0.4710625293541974,bus
1976750,19761132,63,bus,1976,15,west,100,0.592401620005094,bus
19761791,1976106,63,bus,1976,15,west,100,0.39151626842341036,bus
1976106,1976389,63,bus,1976,15,west,100,0.4264014807892522,bus
1976389,1976378,63,bus,1976,15,west,100,0.4248752639186783,bus
19761119,19761776,63,bus,1976,15,west,100,0.3565695947230421,bus
19761776,19761367,63,bus,1976,15,west,100,0.29145234930573777,bus
19761367,1976323,63,bus,1976,15,west,100,0.6859674617766688,bus
1976323,19761486,63,bus,1976,15,west,100,0.7598489869335756,bus
19761486,19761433,63,bus,1976,15,west,100,1.0096811363569855,bus
1976454,19761686,63,strassenbahn,1976,12,east,195,0.5025095560000483,strassenbahn
19761686,19761497,63,strassenbahn,1976,12,east,195,0.575063785613757,strassenbahn
19761497,19761455,70,strassenbahn,1976,15,east,195,1.3016857456514093,strassenbahn
19761497,19761047,63,strassenbahn,1976,12,east,195,0.4562307956609443,strassenbahn
19761402,1976268,64,bus,1976,12,west,100,0.5560378737346235,bus
19761729,1976298,64,bus,1976,12,west,100,0.5282047094942937,bus
1976298,19761248,64,bus,1976,12,west,100,0.5717869354592006,bus
19761248,19761523,64,bus,1976,12,west,100,0.6074793054537155,bus
1976656,1976500,64,bus,1976,12,west,100,0.8822479639210001,bus
1976500,1976646,64,bus,1976,12,west,100,0.9594480217980269,bus
1976646,19761005,64,bus,1976,12,west,100,1.0300590703314967,bus
19761005,197610,64,bus,1976,12,west,100,1.458927276690197,bus
197610,19761625,89,bus,1976,15,west,100,0.7145150004573323,bus
197610,19761397,89,bus,1976,15,west,100,0.44484602586532895,bus
197610,1976164,65,bus,1976,15,west,100,1.4726386619694398,bus
19761599,19761647,64,bus,1976,12,west,100,0.7459647407291877,bus
19761647,19761098,64,bus,1976,12,west,100,0.2618147718485903,bus
19761664,19761184,71,bus,1976,15,west,100,0.9134171069149623,bus
19761312,1976667,67,bus,1976,20,east,100,1.0960127603659544,bus
19761307,19761048,65,bus,1976,20,east,100,0.7421736204469772,bus
1976164,19761142,89,bus,1976,15,west,100,0.7340217724550211,bus
1976164,19761406,89,bus,1976,15,west,100,0.6040205067072704,bus
1976164,19761111,65,bus,1976,15,west,100,1.8718930433413878,bus
1976966,1976687,69,bus,1976,20,west,100,0.8874246564301846,bus
1976966,1976115,66,bus,1976,20,west,100,0.12226882666611648,bus
1976680,1976583,65,bus,1976,15,west,100,0.43039400979028697,bus
1976583,19761446,73,bus,1976,15,west,100,0.7228572946415581,bus
1976583,19761446,74,bus,1976,15,west,100,0.7228572946415581,bus
1976583,19761446,65,bus,1976,15,west,100,0.7228572946415581,bus
19761446,1976499,73,bus,1976,15,west,100,0.33106365481145367,bus
19761446,1976499,74,bus,1976,15,west,100,0.33106365481145367,bus
19761446,1976499,65,bus,1976,15,west,100,0.33106365481145367,bus
1976499,19761215,73,bus,1976,15,west,100,0.5410494768606164,bus
1976499,197615,74,bus,1976,15,west,100,1.0308124764668904,bus
1976499,197615,65,bus,1976,15,west,100,1.0308124764668904,bus
197615,19761215,73,bus,1976,15,west,100,0.48979866761222135,bus
197615,1976154,73,bus,1976,15,west,100,0.6111362404613591,bus
197615,1976154,65,bus,1976,15,west,100,0.6111362404613591,bus
197615,1976359,74,bus,1976,15,west,100,0.3313779995236011,bus
1976154,19761552,73,bus,1976,15,west,100,0.4785316183696354,bus
1976154,19761552,65,bus,1976,15,west,100,0.4785316183696354,bus
1976154,1976638,96,bus,1976,12,west,100,0.7117805438436536,bus
1976154,197619,96,bus,1976,12,west,100,0.5170955668303276,bus
19761552,19761196,68,bus,1976,15,west,100,0.3400564002256752,bus
19761552,19761243,68,bus,1976,15,west,100,0.3161326583574462,bus
19761552,19761046,73,bus,1976,15,west,100,1.260612196267558,bus
19761552,1976616,65,bus,1976,15,west,100,3.1375479291330572,bus
1976616,1976137,65,bus,1976,15,west,100,0.30993024314085793,bus
1976137,19761602,77,bus,1976,20,west,100,0.46141192773906164,bus
1976137,1976367,77,bus,1976,20,west,100,1.0749986007358088,bus
1976137,19761601,65,bus,1976,15,west,100,0.4563109962523175,bus
19761601,19761419,65,bus,1976,15,west,100,1.076674499787341,bus
19761419,1976516,65,bus,1976,15,west,100,0.7204838161260945,bus
1976516,19761134,95,bus,1976,12,west,100,0.26043104542888723,bus
1976516,19761779,95,bus,1976,12,west,100,0.5198669960242989,bus
1976516,19761027,65,bus,1976,15,west,100,0.5816664732620246,bus
19761474,1976898,66,bus,1976,20,east,100,0.693396483935313,bus
1976898,19761448,66,bus,1976,20,east,100,0.6182374732154635,bus
19761652,19761333,92,bus,1976,10,west,100,0.2649562199093564,bus
19761652,19761333,94,bus,1976,10,west,100,0.2649562199093564,bus
19761652,19761333,66,bus,1976,20,west,100,0.2649562199093564,bus
19761333,19761356,94,bus,1976,10,west,100,0.29544673156888834,bus
19761333,19761356,66,bus,1976,20,west,100,0.29544673156888834,bus
1976712,19761019,74,bus,1976,15,west,100,0.494628608637685,bus
1976712,1976984,74,bus,1976,15,west,100,0.3776455913295508,bus
1976712,19761495,92,bus,1976,10,west,100,0.4939532943083837,bus
1976712,19761496,94,bus,1976,10,west,100,0.4939532943083837,bus
1976712,19761496,66,bus,1976,20,west,100,0.4939532943083837,bus
19761496,1976802,94,bus,1976,10,west,100,0.39117375382172176,bus
19761496,1976802,66,bus,1976,20,west,100,0.39117375382172176,bus
1976115,19761681,66,bus,1976,20,west,100,9.863014140960303,bus
19761681,197662,66,bus,1976,20,west,100,0.21688280091122408,bus
197662,197678,66,bus,1976,20,west,100,0.5598697425994804,bus
197678,19761536,66,bus,1976,20,west,100,0.4104453333105202,bus
19761536,19761676,66,bus,1976,20,west,100,0.5706152035358268,bus
19761731,19761493,66,bus,1976,20,west,100,0.3732780630813799,bus
1976795,1976667,67,bus,1976,20,east,100,1.3725043446771767,bus
19761351,19761086,68,bus,1976,15,east,100,0.8732458251409211,bus
19761086,1976788,68,bus,1976,15,east,100,0.4665140945985444,bus
1976788,19761328,68,bus,1976,15,east,100,0.9908774353903105,bus
1976292,19761525,68,bus,1976,15,west,100,0.8638749539915684,bus
19761144,1976210,68,bus,1976,15,west,100,0.7927136268196294,bus
1976141,1976184,68,bus,1976,15,west,100,0.4561899232466799,bus
1976420,197619,68,bus,1976,15,west,100,0.7997908559449227,bus
197619,19761580,68,bus,1976,15,west,100,0.5479596541514545,bus
197619,1976424,96,bus,1976,12,west,100,0.29021821968052236,bus
19761580,19761196,68,bus,1976,15,west,100,0.2949735877862198,bus
19761243,19761630,68,bus,1976,15,west,100,0.2967454481100453,bus
1976342,19761672,69,bus,1976,20,west,100,1.1672123621730632,bus
19761672,1976687,69,bus,1976,20,west,100,0.29742389963793003,bus
19761502,19761651,69,bus,1976,20,west,100,0.5275677794717939,bus
19761347,1976777,69,bus,1976,20,west,100,0.6100654271298076,bus
1976777,1976357,69,bus,1976,20,west,100,0.547647490937481,bus
1976357,1976778,69,bus,1976,20,west,100,0.18517982424432305,bus
1976484,19761341,7,bus,1976,12,east,100,4.210947752782871,bus
19761341,1976193,7,bus,1976,12,east,100,2.288177750661547,bus
1976193,19761038,7,bus,1976,12,east,100,2.069284025349057,bus
19761038,19761036,7,bus,1976,12,east,100,1.229732934465793,bus
1976832,19761225,7,bus,1976,10,west,100,0.33316039201102515,bus
1976832,19761225,76,bus,1976,7,west,100,0.33316039201102515,bus
1976832,19761225,76E,bus,1976,10,west,100,0.33316039201102515,bus
1976832,19761225,78,bus,1976,15,west,100,0.33316039201102515,bus
1976832,19761551,76,bus,1976,7,west,100,0.5415867299049206,bus
19761225,19761130,7,bus,1976,10,west,100,0.21099420594069396,bus
19761225,19761130,76,bus,1976,7,west,100,0.21099420594069396,bus
19761225,19761130,76E,bus,1976,10,west,100,0.21099420594069396,bus
19761225,19761130,78,bus,1976,15,west,100,0.21099420594069396,bus
19761130,19761538,7,bus,1976,10,west,100,0.4202221694103599,bus
19761130,19761537,76,bus,1976,7,west,100,0.4209337541627859,bus
19761130,19761537,76E,bus,1976,10,west,100,0.4209337541627859,bus
19761130,19761537,78,bus,1976,15,west,100,0.4209337541627859,bus
19761538,19761503,7,bus,1976,10,west,100,1.8046117788711626,bus
1976990,19761040,7,bus,1976,10,west,100,0.3599887895294671,bus
19761754,1976349,70,bus,1976,10,west,100,0.4574574831102403,bus
1976349,19761327,70,bus,1976,10,west,100,0.24467315882362575,bus
19761327,19761074,70,bus,1976,10,west,100,0.3408302232441231,bus
19761074,1976116,70,bus,1976,10,west,100,0.4438878873584532,bus
19761074,1976116,71,bus,1976,15,west,100,0.4438878873584532,bus
19761074,19761169,71,bus,1976,15,west,100,0.005043177109883482,bus
1976116,1976234,70,bus,1976,10,west,100,0.4053341991773752,bus
1976234,19761742,70,bus,1976,10,west,100,0.3233301490595098,bus
19761209,19761007,70,bus,1976,10,west,100,0.20757473147436592,bus
19761007,197675,70,bus,1976,10,west,100,0.45382084198038936,bus
19761007,19761723,99,bus,1976,12,west,100,1.9973049013642394,bus
197675,1976849,70,bus,1976,10,west,100,0.49245927551319346,bus
197675,19761004,83,bus,1976,12,west,100,0.44824638626433394,bus
197675,1976683,83,bus,1976,12,west,100,1.6165396877575648,bus
197675,19761117,90,bus,1976,15,west,100,1.3982055814599772,bus
197675,19761002,90,bus,1976,15,west,100,0.4469342309836388,bus
1976849,19761473,70,bus,1976,10,west,100,0.25699460517417505,bus
1976849,19761694,72,bus,1976,15,west,100,0.9335394266714533,bus
1976849,19761207,72,bus,1976,15,west,100,0.6066076877015952,bus
1976849,19761404,90,bus,1976,15,west,100,1.112350519331939,bus
1976849,19761145,90,bus,1976,15,west,100,0.7538979001734067,bus
19761455,1976769,70,strassenbahn,1976,15,east,195,0.6285102096513625,strassenbahn
1976769,1976757,70,strassenbahn,1976,15,east,195,0.9497371358257097,strassenbahn
19761741,1976655,70,strassenbahn,1976,15,east,195,0.6268660920913484,strassenbahn
19761741,197680,71,strassenbahn,1976,15,east,195,0.8542997751652195,strassenbahn
19761741,19761314,71,strassenbahn,1976,15,east,195,0.7293425355816225,strassenbahn
19761741,19761314,72,strassenbahn,1976,20,east,195,0.7293425355816225,strassenbahn
19761741,1976255,72,strassenbahn,1976,20,east,195,2.65534944141513,strassenbahn
19761169,19761417,71,bus,1976,15,west,100,0.5776839580663016,bus
19761169,1976208,89,bus,1976,15,west,100,0.9071682858242226,bus
19761417,1976775,71,bus,1976,15,west,100,0.8452279030093671,bus
1976775,19761171,71,bus,1976,15,west,100,0.5342485519454185,bus
19761171,1976863,71,bus,1976,15,west,100,0.31421834477506916,bus
19761228,19761726,71,bus,1976,15,west,100,0.9320993074271615,bus
1976607,1976606,71,strassenbahn,1976,15,east,195,0.44613267108434146,strassenbahn
1976606,197680,71,strassenbahn,1976,15,east,195,1.1848271522782126,strassenbahn
19761314,1976312,71,strassenbahn,1976,15,east,195,0.6619800222681559,strassenbahn
19761314,1976312,72,strassenbahn,1976,20,east,195,0.6619800222681559,strassenbahn
1976312,1976767,71,strassenbahn,1976,15,east,195,0.6974514169102314,strassenbahn
1976312,1976767,72,strassenbahn,1976,20,east,195,0.6974514169102314,strassenbahn
1976767,19761717,71,strassenbahn,1976,15,east,195,1.5258422044127475,strassenbahn
1976767,19761717,72,strassenbahn,1976,20,east,195,1.5258422044127475,strassenbahn
1976905,19761598,72,bus,1976,15,west,100,0.633444310163426,bus
1976905,1976677,89,bus,1976,15,west,100,0.5688447871560287,bus
19761207,19761490,72,bus,1976,15,west,100,0.8515631506542373,bus
19761714,1976717,72,bus,1976,15,west,100,1.062225201548321,bus
19761714,1976717,89,bus,1976,15,west,100,1.062225201548321,bus
19761714,1976665,89,bus,1976,15,west,100,0.7724067069936076,bus
19761110,1976255,72,strassenbahn,1976,20,east,195,0.8389351693533823,strassenbahn
19761110,1976255,73,strassenbahn,1976,12,east,195,0.8389351693533823,strassenbahn
1976255,1976157,74,strassenbahn,1976,12,east,195,0.3921828254647465,strassenbahn
1976255,1976157,75,strassenbahn,1976,12,east,195,0.3921828254647465,strassenbahn
